name,rating,transactions,price,label
Hong Kong Cafe,3,[],0,NEGATIF
Phu Cafe,3.5,[],1,POSITIF
BongChu,4,"['delivery', 'pickup']",2,POSITIF
JJUKKU JJUKKU BBQ,4,"['delivery', 'pickup']",3,POSITIF
Dalday,4.5,"['pickup', 'delivery']",0,POSITIF
The Boiling Crab - To Go,4,[],2,POSITIF
Gwang Yang BBQ,4,['delivery'],3,POSITIF
Jumak Sheeri,2.5,[],2,NEGATIF
Seafood Palace,3.5,['delivery'],2,POSITIF
Gushi,4,['delivery'],2,POSITIF
Tito's Market,4.5,['delivery'],1,POSITIF
Cafe Ace,4,['delivery'],1,POSITIF
Lilly's Made Fresh Snacks & Deli,3.5,['delivery'],0,POSITIF
Umami Burger - Los Angeles,1,"['delivery', 'pickup']",0,NEGATIF
Chef Chuyito’s,5,[],0,POSITIF
The Other Side,3,"['delivery', 'pickup']",0,NEGATIF
Mr Rice,4,"['pickup', 'delivery']",2,POSITIF
Kabuki Restaurants Corporate Office,1,[],0,NEGATIF
Open Market,5,"['delivery', 'pickup']",2,POSITIF
Cafe Lanikai,4.5,['delivery'],1,POSITIF
Subway,2.5,"['delivery', 'pickup']",1,NEGATIF
Mocha City,4.5,['delivery'],1,POSITIF
Kim Kee Noodle House,4,['delivery'],1,POSITIF
Yuko Kitchen,4.5,['delivery'],2,POSITIF
Ministry Of Coffee,3.5,['delivery'],2,POSITIF
Bon Appetit,4,"['pickup', 'delivery']",1,POSITIF
Fortune No 1,3.5,['delivery'],1,POSITIF
India's Tandoori,4,"['pickup', 'delivery']",2,POSITIF
Five Guys,3.5,['delivery'],2,POSITIF
Homegirl Cafe,4.5,"['pickup', 'delivery']",2,POSITIF
B*tch Don't Grill My Cheese,4,['delivery'],0,POSITIF
Openaire,4,['delivery'],3,POSITIF
Corner Bakery,3,"['pickup', 'delivery']",1,NEGATIF
Xiangji Cuisine,4,[],0,POSITIF
Chipotle Mexican Grill,2,['delivery'],1,NEGATIF
Twist Cafe,2.5,[],0,NEGATIF
California Pizza Kitchen at Westwood,3,"['delivery', 'pickup']",2,NEGATIF
NoMad Food Truck,3.5,[],2,POSITIF
Boongho Japanese Restaurant,4,['delivery'],2,POSITIF
Hong's Cuisine,3,"['delivery', 'pickup']",0,NEGATIF
The Original Herbivore,4.5,"['pickup', 'delivery']",0,POSITIF
Sham Tseng BBQ Shop,3,['pickup'],2,NEGATIF
DwitGolMok,4,['delivery'],2,POSITIF
BCD Tofu House,4,['delivery'],2,POSITIF
Spare Tire Kitchen & Tavern,4,"['delivery', 'pickup']",2,POSITIF
Salad By Design,2.5,"['pickup', 'delivery']",1,NEGATIF
La Brea Ramen and Sushi,4,"['pickup', 'delivery']",2,POSITIF
Boo's Philly Cheesesteaks - Koreatown,4,"['delivery', 'pickup']",2,POSITIF
Kuishimbo,4,['pickup'],1,POSITIF
The Ppong,4.5,"['delivery', 'pickup']",0,POSITIF
Boolieya,4.5,"['delivery', 'pickup']",2,POSITIF
Neri's,4,"['pickup', 'delivery']",1,POSITIF
Traditional Guilin Noodles,4.5,"['pickup', 'delivery']",1,POSITIF
Ddaeng Ddaeng Yi,4,[],0,POSITIF
Subway,3,"['pickup', 'delivery']",1,NEGATIF
Northern Cafe,2,[],0,NEGATIF
Yasiknara,3,"['pickup', 'delivery']",2,NEGATIF
Subway,2.5,"['pickup', 'delivery']",1,NEGATIF
Roll Call,4.5,"['delivery', 'pickup']",2,POSITIF
El Kaleyante Taco Truck,3,[],0,NEGATIF
Ariyoshi Sushi Cafe Izakaya,4,"['pickup', 'delivery']",2,POSITIF
Subway,2,"['delivery', 'pickup']",1,NEGATIF
Star Night,4,['delivery'],2,POSITIF
Cafe Mermaid,3.5,"['pickup', 'delivery']",1,POSITIF
El Pollo Loco,2,['delivery'],1,NEGATIF
Spicy Duck Wang La Ya,2.5,['delivery'],2,NEGATIF
Eleven City Los Angeles,3.5,['delivery'],2,POSITIF
The K-Town Kitchen,2,"['delivery', 'pickup']",0,NEGATIF
Energy Life Cafe,4,['delivery'],0,POSITIF
HMS Bounty,4,"['delivery', 'pickup']",2,POSITIF
Arado Japanese Restaurant,3.5,"['delivery', 'pickup']",2,POSITIF
Chef Kang Sul Box,4.5,"['delivery', 'pickup']",2,POSITIF
Chef Kang Korean Taco,5,[],0,POSITIF
Pinches Tacos,4,['delivery'],2,POSITIF
Apollonia's Pizzeria,4.5,['delivery'],2,POSITIF
The Cellar Bar & Grill,3.5,[],2,POSITIF
Awesome Coffee,4,"['pickup', 'delivery']",2,POSITIF
Numero Uno Pizza,4,"['pickup', 'delivery']",2,POSITIF
Tommys Burgers,2,['delivery'],1,NEGATIF
Bob's Cafe,4,"['pickup', 'delivery']",1,POSITIF
1880 Cafe,4,"['delivery', 'pickup']",1,POSITIF
Bushi by JINYA,4,"['delivery', 'pickup']",2,POSITIF
Bacon Hot Dog Cart,5,[],1,POSITIF
El Salvadoreno,3.5,"['delivery', 'pickup']",0,POSITIF
Sushi Eyaki,3.5,"['delivery', 'pickup']",2,POSITIF
Won Kok Restaurant,3.5,['delivery'],1,POSITIF
El Delfin Jr,3.5,[],0,POSITIF
Golden Mongolian Restaurant,4.5,"['delivery', 'pickup']",1,POSITIF
East Garden Restaurant,4,"['pickup', 'delivery']",2,POSITIF
Fortune Gourmet Kitchen,4,['delivery'],1,POSITIF
Pizza Loca,2.5,"['delivery', 'pickup']",1,NEGATIF
Pachecos Tacos,4.5,[],1,POSITIF
Lian Shing Hong,4.5,[],0,POSITIF
Ocean Seafood Restaurant,3,"['delivery', 'pickup']",2,NEGATIF
Hot Pot Hot Pot 四季火鍋,4,['delivery'],2,POSITIF
Quickly ChinaTown,3.5,['delivery'],1,POSITIF
Intercrew,4,[],3,POSITIF
Barney's Beanery,3,"['pickup', 'delivery']",2,NEGATIF
Lily's Catering,3.5,[],1,POSITIF
Jersey Mike's Subs,3.5,"['delivery', 'pickup']",1,POSITIF
Dong Won,3,[],0,NEGATIF
Spirit House Bar,3.5,['delivery'],2,POSITIF
Ono Hawaiian BBQ,3.5,"['pickup', 'delivery']",2,POSITIF
Daniel's Food Truck,3.5,['delivery'],1,POSITIF
Madison's Neighborhood Grill,3,[],0,NEGATIF
Alejos Tacos,3.5,[],0,POSITIF
One Cafe,2.5,[],1,NEGATIF
Wasabi Japanese Noodle House,3,"['pickup', 'delivery']",1,NEGATIF
Dave's Hot Chicken,3.5,"['pickup', 'delivery']",2,POSITIF
Umaya LA,4.5,"['pickup', 'delivery']",2,POSITIF
Vchos Truck,3.5,[],1,POSITIF
Bulgogi Hut,4.5,"['delivery', 'pickup']",2,POSITIF
Beverliz Cafe,4,"['delivery', 'pickup']",2,POSITIF
Alchemist Coffee Project - The Pearl,4.5,"['delivery', 'pickup']",2,POSITIF
Fatburger,3.5,"['pickup', 'delivery']",2,POSITIF
MDK Noodles,4,"['pickup', 'delivery']",2,POSITIF
Cafe 100,3.5,['delivery'],1,POSITIF
MDK AYCE Shabu,5,[],0,POSITIF
Jamba,3.5,"['pickup', 'delivery']",1,POSITIF
Young Dong Restaurant,4,"['delivery', 'pickup']",2,POSITIF
Terra Cotta,3.5,[],2,POSITIF
All You Can Eat Sushi & BBQ,4,"['pickup', 'delivery']",0,POSITIF
Fatburger & Buffalo's Express,2.5,[],2,NEGATIF
Howlin' Ray's,4.5,['delivery'],2,POSITIF
Sushi Ippo,4,['delivery'],3,POSITIF
Seoul Salon Restaurant & Bar,4,"['pickup', 'delivery']",2,POSITIF
Downtown Buffalo Wings,1.5,['delivery'],0,NEGATIF
Rollypop,4.5,"['pickup', 'delivery']",2,POSITIF
Gogobop Korean Rice Bar,4.5,"['pickup', 'delivery']",1,POSITIF
El Taco Man,4.5,['delivery'],1,POSITIF
A Taste of Koreatown,4,[],0,POSITIF
Carl's Jr,2.5,"['delivery', 'pickup']",1,NEGATIF
Ami Japanese Restaurant,3.5,"['delivery', 'pickup']",2,POSITIF
DaeBuDo,4.5,[],2,POSITIF
Tong Sing Restaurant,2,[],1,NEGATIF
Comfort Kitchen,4.5,['delivery'],2,POSITIF
Super Smash Burgers,1,['delivery'],0,NEGATIF
M Grill,4.5,"['restaurant_reservation', 'pickup', 'delivery']",4,POSITIF
Gogobop - Korean Rice Bar,4.5,"['pickup', 'delivery']",2,POSITIF
The Halal Guys,3.5,"['pickup', 'delivery']",2,POSITIF
Lassens Natural Foods & Vitamins,3.5,['delivery'],2,POSITIF
Kim Chuy Restaurant,3.5,"['pickup', 'delivery']",1,POSITIF
Southwestern Law School Tea Room,3.5,[],1,POSITIF
Lao Tao,4,"['delivery', 'pickup']",2,POSITIF
Wilshire View Food Court,5,[],0,POSITIF
Maru Maru Teriyaki & Sushi,3,[],1,NEGATIF
Northern Cafe Chinese Hot Pot,4.5,"['pickup', 'delivery']",0,POSITIF
Lasita,4.5,[],0,POSITIF
FishPop,4.5,[],0,POSITIF
Wax Paper Chinatown,4.5,['delivery'],2,POSITIF
Pearl River Deli,4.5,['delivery'],2,POSITIF
Ensenada Fish Tacos,3.5,[],1,POSITIF
Katsu Sando,4.5,[],2,POSITIF
Amboy,4.5,[],1,POSITIF
Caffe Paraggi,4.5,"['delivery', 'pickup']",2,POSITIF
A-Won,5,[],0,POSITIF
Koreatown Pizza Company,4,"['pickup', 'delivery']",2,POSITIF
Egg Tuck,4.5,"['pickup', 'delivery']",1,POSITIF
Edibles Coffee Shop,4,"['delivery', 'pickup']",1,POSITIF
Izakaya Mi Young,4,['delivery'],0,POSITIF
Kura Revolving Sushi Bar,3.5,['delivery'],0,POSITIF
Qin West Noodle,4,['delivery'],1,POSITIF
LA Brisket,4.5,['delivery'],2,POSITIF
Denny's,2.5,"['delivery', 'pickup']",2,NEGATIF
Jeonju Hyundaiok,4.5,"['pickup', 'delivery']",0,POSITIF
Kati Roll Co,3.5,"['delivery', 'pickup']",0,POSITIF
Simply Salad,4,"['delivery', 'pickup']",2,POSITIF
Papa John's Pizza,2,"['delivery', 'pickup']",1,NEGATIF
Perilla LA,5,[],0,POSITIF
Thien Huong Restaurant,4.5,['delivery'],1,POSITIF
Mama Vanh’s,4.5,[],0,POSITIF
Fellow,4.5,"['delivery', 'pickup']",2,POSITIF
Trimana,3,[],1,NEGATIF
Sushi Sushi,4,['delivery'],4,POSITIF
Deli & Delites,4,['delivery'],1,POSITIF
Subway,2.5,"['pickup', 'delivery']",1,NEGATIF
CAVA,4,['delivery'],2,POSITIF
New Kamara,4.5,['delivery'],1,POSITIF
Deli-In,4.5,"['pickup', 'delivery']",1,POSITIF
Lien Hoa Deli & Seafood Market,4,['delivery'],1,POSITIF
Zhou’s Guilin Ricenoodle,3.5,[],1,POSITIF
Wiches On Wilshire,4.5,"['pickup', 'delivery']",1,POSITIF
Caffe Barista,4.5,[],1,POSITIF
Cocary Shabu Shabu BBQ,3.5,[],2,POSITIF
Chipotle Mexican Grill,2.5,['delivery'],1,NEGATIF
Baja's Grill,4,"['delivery', 'pickup', 'restaurant_reservation']",2,POSITIF
Greenleaf Chopshop,2.5,"['pickup', 'delivery']",2,NEGATIF
Buffalo Wild Wings,2,['delivery'],2,NEGATIF
Kapoor's Akbar Indian Restaurant,4.5,"['delivery', 'pickup']",2,POSITIF
WaBa Grill,3,"['delivery', 'pickup']",1,NEGATIF
Kaido,4,"['pickup', 'delivery']",2,POSITIF
Bollywood Bites,3.5,"['delivery', 'pickup']",2,POSITIF
Sushi & Food Maki,5,"['pickup', 'delivery']",0,POSITIF
Fire Ass Thai,5,['delivery'],0,POSITIF
Antipasta LA,5,[],0,POSITIF
Fly Chick,4,['delivery'],0,POSITIF
MAD Kebob,4,[],2,POSITIF
Taqueria Chepe El Chilero,4,[],0,POSITIF
Red’s Nashville Hot Chicken Tenders & Sandwiches,1,[],0,NEGATIF
Phuket I'm Vegan,1,[],0,NEGATIF
Deluca’s Deli,4,"['pickup', 'delivery']",0,POSITIF
Cafe Istanbul,3.5,"['pickup', 'delivery']",2,POSITIF
La Troca Catracha,4.5,['delivery'],1,POSITIF
The Boiling Crab,3.5,"['delivery', 'pickup']",3,POSITIF
Lamonica's NY Pizza,4,['delivery'],1,POSITIF
Northern Cafe,3.5,"['delivery', 'pickup']",1,POSITIF
Bistro On The Boulevard,4.5,"['delivery', 'pickup']",1,POSITIF
Tirsa's,4.5,['pickup'],2,POSITIF
Kalamaki,4.5,[],0,POSITIF
Met Her At A Bar,4.5,"['pickup', 'delivery']",2,POSITIF
Le Monaco Cafeteria,4.5,['delivery'],0,POSITIF
The Venue,4,"['pickup', 'restaurant_reservation', 'delivery']",2,POSITIF
Prince of Venice Restaurant,4.5,[],2,POSITIF
House of Meatballs,4,"['delivery', 'pickup']",2,POSITIF
The Cafe,3,['delivery'],0,NEGATIF
The Carving Board,4,"['delivery', 'pickup']",2,POSITIF
Han's Bibimbap,1,[],1,NEGATIF
Taco Limon,3,"['delivery', 'pickup']",1,NEGATIF
Pressed,4,"['delivery', 'pickup']",2,POSITIF
Commerson,4,"['delivery', 'pickup']",2,POSITIF
Tacos 1986,4,"['delivery', 'pickup']",2,POSITIF
King Charcoal BBQ,3.5,['delivery'],0,POSITIF
Burger King,2,['delivery'],1,NEGATIF
Let's Roll,3,"['delivery', 'pickup']",2,NEGATIF
El Rio De Paz,1,[],0,NEGATIF
Cafe Scent,4,['delivery'],2,POSITIF
Chicken Hut,4.5,['delivery'],0,POSITIF
Stella Coffee Beverly Hills,4.5,"['delivery', 'pickup']",0,POSITIF
Lucky Deli,3.5,"['pickup', 'delivery']",1,POSITIF
Little House Boba,3,[],0,NEGATIF
Violet Bistro,4.5,"['delivery', 'pickup']",0,POSITIF
LA Gamagol,2,[],0,NEGATIF
Rambos Tacos,4,"['delivery', 'pickup']",1,POSITIF
Met Him At A Bar,4.5,"['pickup', 'delivery']",2,POSITIF
Tender Greens,4,"['delivery', 'pickup']",2,POSITIF
Yori,3.5,[],0,POSITIF
E-Garden Restaurant,3,"['pickup', 'delivery']",2,NEGATIF
Don Lencho's Authentic Mexican Food,4,['pickup'],1,POSITIF
Long's Family Pastry,4,"['pickup', 'delivery']",1,POSITIF
Ho Ho Fu BBQ Dimsum,3,['delivery'],0,NEGATIF
Soon Peace BBQ,3.5,[],1,POSITIF
Keung Kee BBQ,4,"['delivery', 'pickup']",1,POSITIF
Frida Mexican Cuisine,3,['pickup'],2,NEGATIF
Phoenix Inn Chinese Cuisine,3.5,"['pickup', 'delivery']",2,POSITIF
Italian Express,3,"['delivery', 'pickup']",2,NEGATIF
All Season Brewing,4,[],2,POSITIF
Chicas Tacos,4,"['delivery', 'pickup']",2,POSITIF
Kem Pai Restaurant,4,[],0,POSITIF
Toranj,4.5,"['delivery', 'pickup']",2,POSITIF
Roji Bakery,5,"['pickup', 'delivery']",1,POSITIF
Poke Bar,4,"['delivery', 'pickup']",2,POSITIF
7th St Korean BBQ,4.5,"['pickup', 'delivery']",0,POSITIF
Elysee Bakery & Cafe,3.5,"['delivery', 'pickup']",2,POSITIF
Los Molcajetes,3.5,['delivery'],1,POSITIF
Denny's,2.5,"['pickup', 'delivery']",2,NEGATIF
Alchemist Coffee Project,4.5,"['delivery', 'pickup']",2,POSITIF
First Szechuan Wok,3,"['pickup', 'delivery']",2,NEGATIF
Little Wang Kung,4,['delivery'],1,POSITIF
Sake House Miro,4,"['delivery', 'pickup']",2,POSITIF
BKS Prime,3.5,"['pickup', 'delivery']",0,POSITIF
Fatburger,3,"['delivery', 'pickup']",1,NEGATIF
Myung Dong Noodle House,4,['delivery'],1,POSITIF
My Dung Sandwich Shop,4.5,[],1,POSITIF
Good Shine Kitchen,4,['delivery'],1,POSITIF
Del Frisco’s Double Eagle Steakhouse,3.5,"['delivery', 'pickup']",0,POSITIF
Falafel Corner,4,"['pickup', 'delivery']",1,POSITIF
Nick the Greek,4,"['delivery', 'pickup']",0,POSITIF
Kobawoo House,4.5,"['delivery', 'pickup']",2,POSITIF
Simply Pho You,4,['delivery'],1,POSITIF
77 Kentucky,4,"['pickup', 'delivery']",2,POSITIF
V P Tofu,4,['delivery'],1,POSITIF
Lucy's Pancake Bar,1.5,"['delivery', 'pickup']",0,NEGATIF
Little Jewel of New Orleans,4,"['pickup', 'delivery']",2,POSITIF
Il Patio di Eataly,4.5,[],0,POSITIF
Yu Ga Ne,4,[],1,POSITIF
Morning Bird,1.5,['delivery'],0,NEGATIF
Tom Bergin's,4,['delivery'],2,POSITIF
La Pizza & La Pasta at Eataly Los Angeles,3,[],2,NEGATIF
Wok Bar,4,"['pickup', 'delivery']",0,POSITIF
ABC Seafood,3.5,"['delivery', 'pickup']",1,POSITIF
CBS Seafood Restaurant,3,['delivery'],2,NEGATIF
Ord & Broadway,4.5,"['delivery', 'pickup']",2,POSITIF
KazuNori  | The Original Hand Roll Bar,4.5,['delivery'],2,POSITIF
La Poblanita,4,[],1,POSITIF
Skylight Gardens,4,"['delivery', 'pickup', 'restaurant_reservation']",2,POSITIF
Domino's Pizza,2.5,[],1,NEGATIF
McDonald's,2,['delivery'],1,NEGATIF
BBQ garden,5,[],0,POSITIF
Winchell's Donuts,3,['delivery'],1,NEGATIF
Native Foods,4,"['pickup', 'delivery']",2,POSITIF
Honey Baked Ham Company,3.5,"['delivery', 'pickup']",2,POSITIF
Sweetfin,3.5,"['delivery', 'pickup']",2,POSITIF
Lazy Daisy Cafe,4,[],0,POSITIF
Sushi 101,4,"['delivery', 'pickup']",2,POSITIF
Pressed,3.5,"['pickup', 'delivery']",1,POSITIF
Chipotle Mexican Grill,2,['delivery'],1,NEGATIF
Javier's Century City,3.5,[],3,POSITIF
Bar Verde,4,['delivery'],2,POSITIF
Tocaya - Century City,3.5,"['pickup', 'delivery']",2,POSITIF
Tosai Sushi,3.5,"['pickup', 'delivery']",0,POSITIF
Pizza Alla Pala,3,[],1,NEGATIF
Headlines Diner And Grill,3.5,"['delivery', 'pickup']",2,POSITIF
Dreux’s Louisiana French Quarter,4.5,"['delivery', 'pickup']",0,POSITIF
Everyday Pocha,5,[],0,POSITIF
Think Halal Grill,4,[],0,POSITIF
Tocaya - Westwood,4,"['pickup', 'delivery']",2,POSITIF
Suehiro Mini,4.5,"['delivery', 'pickup']",2,POSITIF
Philippe the Original,4,"['pickup', 'delivery']",1,POSITIF
El Tauro Taco Stand,3.5,[],0,POSITIF
Frozen Land,4,"['delivery', 'pickup']",0,POSITIF
Natalee Thai Restaurant,3.5,"['delivery', 'pickup']",2,POSITIF
iCafe,3.5,"['delivery', 'pickup']",0,POSITIF
Audrey At The Hammer,4,"['delivery', 'pickup']",0,POSITIF
Satay LA,5,"['delivery', 'pickup']",0,POSITIF
Mayflower Seafood Restaurant,3,['delivery'],2,NEGATIF
Domino's Pizza,2,[],1,NEGATIF
Candela,4,"['pickup', 'delivery', 'restaurant_reservation']",2,POSITIF
Chehuahu Tacos,5,[],0,POSITIF
The Prince,3.5,"['delivery', 'pickup']",2,POSITIF
Eataly Los Angeles,3.5,"['delivery', 'pickup']",2,POSITIF
Forty Carrots,4,['pickup'],2,POSITIF
MGD Korean BBQ Express,5,"['delivery', 'pickup']",0,POSITIF
Craft,4,['delivery'],4,POSITIF
Rise Up! Cafe,3.5,[],0,POSITIF
Century Grill,4,['delivery'],1,POSITIF
Dr.Sandwich,4,"['delivery', 'pickup']",2,POSITIF
Le Pain Quotidien,4,"['delivery', 'pickup']",2,POSITIF
Moodaepo,3.5,[],2,POSITIF
Panini Kabob Grill - Century City,4.5,"['delivery', 'pickup']",2,POSITIF
Stone Grill,4,['delivery'],2,POSITIF
Seabutter,4.5,"['pickup', 'delivery']",3,POSITIF
Creme de la Crepe,4.5,"['delivery', 'pickup']",2,POSITIF
Pho Cafe Plus,2,"['pickup', 'delivery']",0,NEGATIF
Mapo Korean Soup House,3.5,[],0,POSITIF
Pocha Moodaepo,4,['delivery'],2,POSITIF
Neorangnarang,2,[],0,NEGATIF
OB Bear,4,"['pickup', 'delivery']",2,POSITIF
Pho21,3,"['delivery', 'pickup']",1,NEGATIF
El Chele Restaurant,4.5,[],0,POSITIF
Humble Crust,3,[],0,NEGATIF
VIP Chinese Restaurant,3,"['pickup', 'delivery']",1,NEGATIF
Leaff Artisan Belgian Waffles,4.5,"['pickup', 'delivery']",1,POSITIF
Noah's Bagels,3,['delivery'],1,NEGATIF
SanSai Japanese Grill,3.5,"['delivery', 'pickup']",1,POSITIF
Subway,2.5,"['delivery', 'pickup']",1,NEGATIF
Crazy Fish,3,['delivery'],2,NEGATIF
Trimana,3.5,['delivery'],1,POSITIF
Sasabune Beverly Hills,4.5,"['pickup', 'delivery']",4,POSITIF
The Courtyard Café,3.5,[],1,POSITIF
Quan Nem Ninh Hoa,4,['delivery'],2,POSITIF
Bodhi Kosher Thai,4,"['delivery', 'pickup']",2,POSITIF
Viviane,4,"['pickup', 'delivery']",3,POSITIF
Philly Pizza & Grill,3.5,"['pickup', 'delivery']",1,POSITIF
Chef Ming's Kitchen,4,"['pickup', 'delivery']",2,POSITIF
La Provence Patisserie & Cafe,4,['delivery'],2,POSITIF
Terra at Eataly Los Angeles,3.5,[],3,POSITIF
Cravings,4,"['delivery', 'pickup']",1,POSITIF
Potato Chips Deli,4,[],0,POSITIF
Nespresso Boutique at Bloomingdales,4,[],2,POSITIF
Tender Greens,3.5,"['delivery', 'pickup']",2,POSITIF
La Vaca Brazilian Grill,3,"['pickup', 'delivery']",2,NEGATIF
Big Fish Little Fish,3,"['pickup', 'delivery']",2,NEGATIF
The Tuck Room Tavern,4,"['delivery', 'pickup']",2,POSITIF
Golden Noodle and Grill Vietnamese Restaurant,4,['delivery'],2,POSITIF
Mrs. Winston's - L.A.'s Best Salad & Juice Bar-Century City,4.5,"['pickup', 'delivery']",2,POSITIF
Haidilao Hot Pot,4,"['delivery', 'pickup', 'restaurant_reservation']",0,POSITIF
Bok Bok Mediterranean,4,"['pickup', 'delivery']",0,POSITIF
Corner Hot Dog Guy,4,[],1,POSITIF
One Cafe,3.5,['delivery'],2,POSITIF
Il Pesce Cucina at Eataly Los Angeles,3,['delivery'],3,NEGATIF
Intiraymi Restaurant Peruvian Food,4,['delivery'],2,POSITIF
Tasty Bowl,4.5,"['delivery', 'pickup']",2,POSITIF
Han Kook Soondae,4,[],2,POSITIF
Hwal A Kwang Jang,4,['delivery'],2,POSITIF
Juice Crafters,5,[],0,POSITIF
Supremo,4.5,"['pickup', 'delivery']",2,POSITIF
Zinqué,3.5,[],2,POSITIF
HRB Experience,4,"['delivery', 'pickup']",2,POSITIF
Sugar Factory - Century City,3.5,"['delivery', 'pickup']",3,POSITIF
Habanero Grill,3,['delivery'],2,NEGATIF
Placita Cafe,4,['delivery'],1,POSITIF
Krua Thai Cuisine,3,['delivery'],2,NEGATIF
Subway,3,"['delivery', 'pickup']",1,NEGATIF
Century City Mall Food Court,4,[],2,POSITIF
Meizhou Dongpo Restaurant,3,"['delivery', 'pickup']",3,NEGATIF
Chic,5,[],0,POSITIF
SY Fresh Delights,4.5,"['delivery', 'pickup']",0,POSITIF
Hong Kong Plaza Food Court,3.5,[],1,POSITIF
Los Compadres Restaurant,4.5,[],1,POSITIF
Comoncy,4,"['delivery', 'pickup']",2,POSITIF
Sakura Grill,4.5,[],0,POSITIF
Spring Street Smokehouse,3.5,"['delivery', 'pickup']",2,POSITIF
Richeeze,3.5,"['pickup', 'delivery']",2,POSITIF
Toms Grill,5,[],0,POSITIF
Sooda Sushi & Lounge,5,[],0,POSITIF
Iki Ramen,4.5,"['delivery', 'pickup']",2,POSITIF
Penny's Family Restaurant,3,['delivery'],1,NEGATIF
Piknic - Century City,3.5,"['pickup', 'delivery']",2,POSITIF
Isa Japanese Ramen,3.5,"['delivery', 'pickup']",2,POSITIF
Chesscos Mexican Cuisine & Stews,3.5,['delivery'],1,POSITIF
Thai Ocean,3.5,[],1,POSITIF
Fortune House Chinese Cuisine,4,"['pickup', 'delivery']",2,POSITIF
Mendocino Farms,4.5,['delivery'],0,POSITIF
sweetgreen,3.5,"['delivery', 'pickup']",2,POSITIF
Cana Kitchen,4,['delivery'],1,POSITIF
Matjip,4,['delivery'],2,POSITIF
Book Sae Tong,4,['delivery'],2,POSITIF
Din Tai Fung,4,"['pickup', 'delivery']",3,POSITIF
Goopojib,4,[],2,POSITIF
Shake Shack,3,['delivery'],2,NEGATIF
Candy Sushi House,3.5,"['delivery', 'pickup']",2,POSITIF
Lobster & Steak Express,4.5,['delivery'],2,POSITIF
BrewWings,3.5,[],2,POSITIF
Broncos Mexican Grill and Sports Bar,4,"['pickup', 'delivery']",2,POSITIF
Mariscos Puerto Vallarta,2,[],0,NEGATIF
Shaanxi Datang,4,['delivery'],2,POSITIF
Indo Bistro,4.5,['delivery'],0,POSITIF
Heyri Cafe,3,"['delivery', 'pickup']",2,NEGATIF
Mochinut,4.5,[],0,POSITIF
La Creme Cafe,1.5,"['delivery', 'pickup']",0,NEGATIF
Majangdong,4.5,[],2,POSITIF
Hak San - LA,4.5,"['pickup', 'delivery']",0,POSITIF
The Stand,4,"['delivery', 'pickup']",2,POSITIF
Taco Bell,3,['delivery'],1,NEGATIF
Poke Me,4,"['delivery', 'pickup']",2,POSITIF
King Torta,3,[],1,NEGATIF
Kalbis Grill,4.5,"['delivery', 'pickup']",2,POSITIF
Taylor's Steakhouse,4,"['delivery', 'restaurant_reservation']",3,POSITIF
Mansoo Korean BBQ,4,['delivery'],2,POSITIF
El Amanecer Salvadoreno,3.5,[],2,POSITIF
Tu Pan You Pizza,3,"['delivery', 'pickup']",0,NEGATIF
Massis Kabob - The Original Kabobery,3,"['pickup', 'delivery']",2,NEGATIF
Chick-fil-A,2.5,['delivery'],1,NEGATIF
Cuvee,3.5,"['delivery', 'pickup']",2,POSITIF
BMC PHO Banh Mi Che Cali,3,['delivery'],1,NEGATIF
R Bar,4,['delivery'],2,POSITIF
Mexico Shop,5,[],1,POSITIF
The Crawfish Spot,3.5,['delivery'],2,POSITIF
Tu PanYou Pizza,3,[],1,NEGATIF
Bites,3,"['delivery', 'pickup']",1,NEGATIF
Oo-Kook Korean BBQ,4,['delivery'],3,POSITIF
Viva Oaxaca Nieves Y Paletas,5,[],0,POSITIF
Eighth Street Soondae,4.5,['delivery'],2,POSITIF
LA Hwaluh,4,['delivery'],2,POSITIF
Alessandro's Place,3,"['delivery', 'pickup']",0,NEGATIF
Juanita's Café,4,['delivery'],1,POSITIF
Tacos La Fonda,4,[],0,POSITIF
Sabores Oaxaqueños Restaurant,4.5,"['delivery', 'pickup']",2,POSITIF
Pollo a La Brasa Western,4,[],2,POSITIF
Gelson's,3.5,[],3,POSITIF
Fujin Ramen,4,"['restaurant_reservation', 'delivery', 'pickup']",2,POSITIF
Los Comales Cafe No 2,3,"['delivery', 'pickup']",1,NEGATIF
Ten Shabu,4,"['delivery', 'pickup']",2,POSITIF
Posole And Menudo Crew,3,[],0,NEGATIF
Beleaf Cafe,4,"['pickup', 'delivery']",0,POSITIF
FUWA Teriyaki Grill,4,"['delivery', 'pickup']",0,POSITIF
El Rancho Grande,4,['delivery'],1,POSITIF
Los Chanfainos,4.5,['delivery'],1,POSITIF
Panda Express,2.5,"['delivery', 'pickup']",1,NEGATIF
8th N' Irolo Taco Truck,3,['delivery'],1,NEGATIF
Catalina's Imports,5,[],0,POSITIF
TEAA,4.5,"['pickup', 'delivery']",1,POSITIF
Go Chew,4,[],1,POSITIF
Taco Sinaloa Truck,4.5,[],1,POSITIF
Double Chicken,2.5,[],0,NEGATIF
Tacos El Changarro,5,[],0,POSITIF
Fresh Corn Grill,4,['delivery'],2,POSITIF
Cafe Korobokgur,3.5,['delivery'],2,POSITIF
Qi Steam Kitchen,4.5,"['delivery', 'pickup']",2,POSITIF
Soot Bull Jeep,4,['delivery'],2,POSITIF
